Age,Gender,Country,family_history,work_interfere,no_employees,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,treatment
50,Male,'United States',Yes,NA,100-500,'Dont know',No,No,'Dont know','Dont know','Dont know',No,No,'Some of them',Maybe,Maybe,'Dont know',No,No
29,Male,Canada,No,Never,'More than 1000',Yes,'Not sure',Yes,Yes,Yes,'Somewhat difficult',Maybe,No,'Some of them',No,Maybe,'Dont know',Yes,Yes
35,Male,'United States',No,Never,6-25,No,Yes,No,No,Yes,'Very easy',No,No,'Some of them',Maybe,Maybe,Yes,No,No
27,Male,Singapore,No,Sometimes,1-5,No,No,No,No,Yes,'Dont know',Yes,No,'Some of them',No,No,No,No,No
40,Female,'United States',No,Never,26-100,'Dont know','Not sure',No,No,'Dont know','Somewhat easy',Maybe,Maybe,Yes,Maybe,Maybe,'Dont know',No,No
27,Male,Australia,No,Often,100-500,No,No,No,No,'Dont know','Dont know',Maybe,No,'Some of them',No,Maybe,No,Yes,Yes
29,Female,'United States',No,Never,26-100,Yes,Yes,Yes,No,Yes,'Dont know',Maybe,No,'Some of them',No,Maybe,'Dont know',Yes,No
31,Male,'United States',Yes,Sometimes,6-25,No,No,No,No,'Dont know','Somewhat easy',Maybe,No,Yes,No,Maybe,'Dont know',No,Yes
43,Male,'United States',No,Sometimes,6-25,No,Yes,No,No,'Dont know','Somewhat easy',No,No,Yes,No,Maybe,'Dont know',No,Yes
34,Male,'United States',Yes,Sometimes,26-100,Yes,Yes,No,No,'Dont know','Dont know',Maybe,No,'Some of them',No,Yes,'Dont know',Yes,Yes
29,Male,'United States',Yes,Sometimes,26-100,'Dont know',No,No,No,No,'Somewhat difficult',Yes,No,'Some of them',No,Maybe,'Dont know',No,Yes
19,Male,Canada,Yes,Sometimes,1-5,No,No,No,No,'Dont know','Dont know',Maybe,Maybe,'Some of them',No,Maybe,'Dont know',No,Yes
41,Male,'United States',Yes,Sometimes,'More than 1000',Yes,'Not sure',Yes,Yes,'Dont know','Dont know',Maybe,No,'Some of them',No,No,No,No,Yes
29,Male,'United States',Yes,Never,100-500,Yes,Yes,Yes,Yes,'Dont know','Dont know',No,No,'Some of them',No,Maybe,Yes,No,No
23,Male,'United States',No,Rarely,100-500,Yes,'Not sure','Dont know','Dont know','Dont know','Dont know',No,No,'Some of them',No,No,Yes,No,No
24,Female,'United States',Yes,Sometimes,100-500,Yes,'Not sure',No,No,'Dont know','Somewhat difficult',Yes,Maybe,No,No,No,No,Yes,Yes
31,Male,'United States',No,NA,26-100,'Dont know',No,No,'Dont know','Dont know','Dont know',Yes,No,No,No,Maybe,'Dont know',No,No
43,Male,'United States',No,NA,500-1000,'Dont know','Not sure','Dont know','Dont know','Dont know','Dont know',No,No,Yes,No,No,Yes,No,No
31,Male,'United States',Yes,Rarely,100-500,No,No,No,'Dont know','Dont know','Somewhat difficult',Yes,Yes,'Some of them',No,No,No,Yes,Yes
29,Male,'United States',Yes,Often,100-500,Yes,Yes,Yes,Yes,'Dont know','Dont know',No,No,'Some of them',No,No,'Dont know',No,No
35,Male,'United States',Yes,NA,6-25,No,No,Yes,Yes,'Dont know','Very easy',No,No,Yes,No,Maybe,Yes,No,No
33,Male,'United States',Yes,Sometimes,100-500,Yes,'Not sure',No,No,Yes,'Somewhat difficult',Yes,Yes,No,No,No,No,No,Yes
30,Female,'United States',Yes,Often,1-5,No,Yes,No,Yes,Yes,'Somewhat difficult',No,No,Yes,No,No,Yes,No,Yes
27,Male,'United States',No,NA,'More than 1000',Yes,'Not sure','Dont know','Dont know',Yes,'Dont know',Maybe,Maybe,No,No,Maybe,No,No,No
32,Male,'United States',No,Sometimes,100-500,No,Yes,No,No,'Dont know','Dont know',Maybe,Maybe,'Some of them',No,No,No,No,No
50,Male,'United States',No,Sometimes,1-5,'Dont know',No,No,'Dont know','Dont know','Dont know',Yes,Maybe,'Some of them',No,Maybe,'Dont know',No,No
24,Male,'United States',No,Never,26-100,'Dont know','Not sure',No,No,'Dont know','Dont know',Maybe,Yes,'Some of them',No,Maybe,No,No,No
27,Male,'United States',No,NA,26-100,'Dont know',No,No,No,'Dont know','Dont know',No,No,Yes,No,Maybe,Yes,No,No
27,Male,Australia,No,Never,1-5,No,No,No,No,'Dont know','Dont know',Yes,No,No,No,Maybe,'Dont know',No,No
32,Male,'United States',No,Sometimes,6-25,No,Yes,No,No,Yes,'Somewhat easy',No,No,'Some of them',Maybe,Maybe,Yes,No,Yes
42,Male,'United States',No,Rarely,6-25,No,Yes,No,No,'Dont know','Very easy',No,No,'Some of them',Maybe,Maybe,Yes,No,No
37,Male,'United States',No,Often,'More than 1000','Dont know',No,No,No,'Dont know','Dont know',Maybe,No,'Some of them',No,No,No,No,No
30,Male,Singapore,No,Sometimes,26-100,'Dont know','Not sure',No,No,'Dont know','Somewhat easy',Maybe,No,'Some of them',No,Yes,No,Yes,No
29,Male,'United States',No,Rarely,'More than 1000',Yes,No,No,No,'Dont know','Very easy',Yes,Maybe,'Some of them',No,No,'Dont know',No,No
30,Male,'United States',No,Often,6-25,No,'Not sure',No,Yes,'Dont know','Somewhat difficult',No,No,Yes,No,Maybe,Yes,No,Yes
35,Male,'United States',No,Never,26-100,Yes,No,Yes,'Dont know','Dont know','Dont know',No,No,'Some of them',Maybe,Maybe,Yes,No,No
35,Male,'United States',Yes,Rarely,100-500,Yes,Yes,No,No,Yes,'Very difficult',Yes,No,'Some of them',No,Maybe,No,No,Yes
38,Male,Netherlands,Yes,Often,26-100,No,'Not sure',No,'Dont know','Dont know','Dont know',Maybe,Maybe,'Some of them',Maybe,Maybe,'Dont know',No,No
22,Male,'United Kingdom',Yes,Sometimes,100-500,Yes,Yes,No,No,Yes,'Very easy',No,No,'Some of them',Maybe,Yes,Yes,No,Yes
24,Male,Germany,Yes,Sometimes,100-500,'Dont know',No,No,No,'Dont know','Somewhat easy',No,No,'Some of them',No,Maybe,'Dont know',No,No
22,Male,Netherlands,No,Never,1-5,'Dont know','Not sure',No,No,'Dont know','Dont know',No,Maybe,'Some of them',Maybe,Yes,No,Yes,No
31,Female,'United States',No,Often,26-100,Yes,Yes,No,No,'Dont know','Very easy',Maybe,No,'Some of them',No,Yes,'Dont know',No,Yes
23,Female,'United States',Yes,Sometimes,'More than 1000',Yes,Yes,Yes,Yes,Yes,'Somewhat easy',Yes,Maybe,No,No,No,'Dont know',No,Yes
31,Female,'United States',Yes,Sometimes,100-500,'Dont know',No,No,No,'Dont know','Dont know',No,No,'Some of them',No,No,'Dont know',No,Yes
28,Female,'United States',Yes,Rarely,500-1000,Yes,Yes,Yes,Yes,'Dont know','Somewhat difficult',Maybe,No,No,No,No,No,No,Yes
37,Male,Canada,Yes,Sometimes,100-500,Yes,Yes,No,No,'Dont know','Somewhat difficult',Yes,Maybe,'Some of them',No,Maybe,No,No,Yes
34,Male,'United States',Yes,Sometimes,6-25,No,Yes,No,No,Yes,'Somewhat easy',No,No,'Some of them',No,No,No,No,Yes
32,Trans,Canada,No,Sometimes,26-100,No,Yes,No,No,Yes,'Very difficult',Yes,Maybe,'Some of them',No,Maybe,No,Yes,No
28,Male,'United States',Yes,Sometimes,26-100,Yes,'Not sure',No,'Dont know','Dont know','Dont know',Yes,No,'Some of them',No,No,'Dont know',Yes,Yes
24,Female,'United Kingdom',No,Sometimes,100-500,No,No,No,No,'Dont know','Dont know',Maybe,No,No,No,Maybe,'Dont know',No,Yes
56,Male,'United States',Yes,Rarely,6-25,Yes,Yes,No,No,'Dont know','Dont know',Yes,Maybe,'Some of them',No,No,'Dont know',No,Yes
31,Male,Germany,No,Sometimes,6-25,No,No,No,No,No,'Very easy',No,No,Yes,Maybe,Maybe,Yes,No,No
34,Female,'United States',No,Sometimes,100-500,Yes,Yes,No,'Dont know','Dont know','Somewhat easy',Maybe,No,'Some of them',No,No,Yes,No,Yes
35,Male,Germany,No,Rarely,100-500,'Dont know',No,Yes,'Dont know','Dont know','Very easy',No,No,'Some of them',No,No,Yes,No,Yes
28,Male,Germany,No,Never,26-100,No,No,No,No,'Dont know','Somewhat easy',No,No,'Some of them',Yes,Yes,'Dont know',No,No
36,Male,Poland,Yes,Often,6-25,No,No,No,No,'Dont know','Somewhat easy',No,No,'Some of them',Maybe,Maybe,Yes,Yes,Yes
30,Male,'United Kingdom',No,Often,26-100,No,No,No,No,Yes,'Somewhat easy',No,No,'Some of them',No,Maybe,Yes,No,Yes
35,Male,'United States',No,NA,1-5,Yes,'Not sure',No,No,Yes,'Very easy',No,No,'Some of them',No,No,Yes,No,No
49,Male,Japan,Yes,Sometimes,1-5,No,Yes,Yes,No,'Dont know','Somewhat difficult',Yes,Yes,No,No,No,No,Yes,Yes
36,Male,Germany,No,NA,26-100,Yes,Yes,No,No,Yes,'Very easy',No,No,'Some of them',Maybe,Maybe,Yes,No,No
35,Male,Germany,No,NA,26-100,No,No,No,No,'Dont know','Very easy',Maybe,No,'Some of them',No,No,'Dont know',No,No
29,Female,Australia,Yes,Sometimes,'More than 1000',Yes,Yes,Yes,Yes,No,'Somewhat difficult',Yes,No,'Some of them',No,No,No,Yes,Yes
57,Male,'United States',No,Never,26-100,Yes,Yes,No,Yes,Yes,'Somewhat difficult',Yes,Maybe,No,No,Maybe,'Dont know',Yes,No
31,Female,Belgium,Yes,Rarely,100-500,Yes,No,No,No,No,'Dont know',Maybe,No,'Some of them',No,No,'Dont know',Yes,Yes
37,Male,Ireland,No,Never,6-25,No,No,No,No,'Dont know','Dont know',Yes,Maybe,No,No,Maybe,'Dont know',No,No
25,Male,Ireland,Yes,Sometimes,26-100,No,No,No,No,'Dont know','Dont know',Maybe,No,'Some of them',No,Maybe,No,No,Yes
30,Male,Australia,No,Sometimes,26-100,No,No,No,No,'Dont know','Very easy',No,No,'Some of them',No,No,'Dont know',No,No
26,Female,Australia,Yes,Sometimes,100-500,No,Yes,Yes,Yes,'Dont know','Somewhat easy',No,No,Yes,No,No,'Dont know',No,No
22,Female,Netherlands,No,Often,6-25,No,No,No,No,'Dont know','Dont know',No,No,No,No,Yes,'Dont know',No,No
39,Male,'United States',No,Rarely,'More than 1000','Dont know',No,Yes,Yes,'Dont know','Dont know',No,No,'Some of them',No,Maybe,'Dont know',No,No
29,Male,'United Kingdom',Yes,Never,100-500,'Dont know','Not sure','Dont know','Dont know','Dont know','Dont know',Maybe,Maybe,No,No,No,No,No,Yes
54,Male,'United Kingdom',Yes,Sometimes,1-5,'Dont know','Not sure',No,No,'Dont know','Very easy',No,No,'Some of them',Yes,Yes,'Dont know',Yes,Yes
34,Female,Australia,Yes,Never,500-1000,'Dont know',No,Yes,Yes,'Dont know','Dont know',Yes,Maybe,No,No,No,'Dont know',Yes,No
32,Male,'United States',No,Never,500-1000,Yes,'Not sure',Yes,Yes,'Dont know','Very easy',Maybe,No,No,No,No,Yes,No,Yes
25,Male,Nigeria,No,NA,6-25,No,No,No,No,'Dont know','Dont know',Maybe,No,Yes,No,Yes,'Dont know',No,No
29,Male,Poland,No,Rarely,1-5,No,No,No,No,No,'Somewhat difficult',No,Maybe,'Some of them',No,No,Yes,No,No
32,Male,Germany,No,Never,1-5,No,No,No,No,'Dont know','Dont know',No,No,'Some of them',No,Maybe,'Dont know',No,No
30,Male,'United Kingdom',Yes,Sometimes,'More than 1000',Yes,Yes,No,'Dont know',Yes,'Dont know',Maybe,No,'Some of them',No,Yes,Yes,No,Yes
31,Male,Germany,No,NA,6-25,'Dont know',No,No,'Dont know','Dont know','Somewhat easy',No,No,'Some of them',Maybe,Maybe,'Dont know',No,No
20,Female,Switzerland,No,Rarely,'More than 1000',Yes,Yes,Yes,Yes,Yes,'Somewhat easy',No,No,'Some of them',No,Maybe,Yes,No,No
27,Male,'United Kingdom',No,Never,1-5,'Dont know',No,No,'Dont know','Dont know','Dont know',No,No,'Some of them',Maybe,Maybe,'Dont know',No,No
32,Male,'United States',No,Never,'More than 1000','Dont know','Not sure','Dont know','Dont know','Dont know','Dont know',Maybe,Maybe,'Some of them',No,No,'Dont know',No,No
26,Male,Ireland,No,Never,1-5,No,No,No,No,'Dont know','Somewhat difficult',Maybe,No,'Some of them',Maybe,Maybe,Yes,No,No
30,Male,Italy,No,Sometimes,'More than 1000','Dont know',No,No,No,Yes,'Very easy',No,No,'Some of them',No,No,'Dont know',No,No
30,Male,Ireland,No,Sometimes,26-100,No,No,'Dont know',No,'Dont know','Very difficult',Maybe,Maybe,'Some of them',No,No,No,No,Yes
22,Male,India,No,NA,1-5,'Dont know',No,'Dont know','Dont know','Dont know','Very easy',Maybe,Maybe,'Some of them',Maybe,Maybe,Yes,Yes,No
24,Male,Ireland,No,NA,'More than 1000','Dont know','Not sure','Dont know','Dont know','Dont know','Dont know',No,No,No,No,No,'Dont know',No,No
26,Male,Netherlands,No,Never,26-100,No,No,No,No,'Dont know','Dont know',Maybe,Maybe,No,No,No,'Dont know',No,No
43,Male,France,No,NA,100-500,'Dont know',No,No,No,'Dont know','Dont know',No,No,'Some of them',Maybe,Maybe,'Dont know',No,No
26,Male,Russia,No,Never,26-100,No,'Not sure',No,'Dont know','Dont know','Somewhat difficult',No,No,'Some of them',No,Maybe,'Dont know',No,No
23,Male,'United States',Yes,Sometimes,6-25,'Dont know','Not sure',No,'Dont know','Dont know','Dont know',Maybe,No,No,No,Maybe,'Dont know',No,No
26,Male,Canada,No,NA,100-500,Yes,'Not sure','Dont know',Yes,'Dont know','Somewhat easy',No,No,'Some of them',No,No,Yes,No,No
26,Female,Israel,Yes,Never,100-500,'Dont know',No,'Dont know','Dont know','Dont know','Dont know',Maybe,No,'Some of them',No,No,Yes,No,No
35,Male,Canada,Yes,Sometimes,26-100,'Dont know',No,No,No,'Dont know','Dont know',Maybe,Maybe,'Some of them',No,No,No,No,No
28,Male,'United States',No,Sometimes,26-100,'Dont know','Not sure',No,'Dont know','Dont know','Dont know',No,No,'Some of them',No,Maybe,'Dont know',No,Yes
22,Male,India,No,NA,26-100,No,No,No,No,'Dont know','Dont know',Maybe,Maybe,'Some of them',Maybe,Maybe,'Dont know',No,No
29,Female,'United States',Yes,Rarely,6-25,'Dont know',No,No,No,'Dont know','Dont know',Yes,No,No,No,No,'Dont know',No,Yes
29,Male,Germany,No,NA,1-5,No,Yes,No,No,Yes,'Very easy',No,No,Yes,Yes,Yes,Yes,No,No
45,Male,'United States',No,Often,1-5,Yes,'Not sure',No,Yes,'Dont know','Very easy',No,No,Yes,No,Maybe,Yes,No,Yes
33,Male,Bulgaria,No,Rarely,26-100,No,No,No,No,'Dont know','Somewhat easy',Maybe,No,'Some of them',No,Maybe,'Dont know',Yes,Yes
38,Male,'United States',No,Sometimes,'More than 1000',Yes,Yes,Yes,Yes,'Dont know','Dont know',No,No,'Some of them',No,No,'Dont know',No,Yes
19,Trans,'United States',Yes,Often,26-100,'Dont know','Not sure',No,No,'Dont know','Somewhat difficult',Maybe,Maybe,No,No,Maybe,No,No,Yes
29,Female,Canada,No,Rarely,'More than 1000',Yes,Yes,Yes,'Dont know',Yes,'Somewhat easy',No,No,No,No,Maybe,'Dont know',No,Yes
21,Female,'United Kingdom',No,NA,6-25,No,No,No,No,'Dont know','Dont know',Yes,Maybe,'Some of them',No,No,'Dont know',No,No
23,Female,India,Yes,Sometimes,'More than 1000','Dont know','Not sure',No,'Dont know','Dont know','Dont know',Yes,Maybe,No,No,No,'Dont know',No,Yes
33,Female,'United States',Yes,Rarely,'More than 1000',Yes,Yes,Yes,Yes,Yes,'Somewhat easy',No,No,'Some of them',No,No,Yes,No,Yes
49,Male,'United States',Yes,Sometimes,100-500,Yes,'Not sure',Yes,Yes,Yes,'Somewhat easy',Maybe,Maybe,'Some of them',No,No,Yes,No,Yes
28,Male,'United States',No,NA,26-100,'Dont know',No,No,No,'Dont know','Dont know',Maybe,No,'Some of them',No,No,'Dont know',No,No
27,Female,'United Kingdom',No,Sometimes,6-25,'Dont know','Not sure',Yes,'Dont know',Yes,'Very easy',No,No,Yes,Maybe,Maybe,Yes,No,Yes
23,Male,Canada,No,Sometimes,6-25,Yes,No,No,No,'Dont know','Somewhat easy',Maybe,Maybe,'Some of them',No,No,'Dont know',No,Yes
29,Male,Netherlands,No,Never,1-5,No,No,No,No,Yes,'Somewhat easy',No,No,Yes,No,Maybe,Yes,No,No
30,Male,Germany,No,NA,26-100,'Dont know',No,No,'Dont know',Yes,'Somewhat easy',No,No,'Some of them',Maybe,Maybe,'Dont know',No,No
28,Female,Canada,No,NA,'More than 1000',Yes,'Not sure','Dont know','Dont know','Dont know','Somewhat easy',No,No,'Some of them',No,No,'Dont know',No,No
32,Male,'United Kingdom',No,NA,6-25,No,No,No,No,'Dont know','Dont know',Yes,No,No,No,Yes,No,No,No
32,Male,'United Kingdom',No,Sometimes,26-100,Yes,Yes,No,No,Yes,'Very easy',No,No,No,No,No,Yes,No,Yes
37,Male,France,No,NA,100-500,No,No,No,No,'Dont know','Somewhat easy',Maybe,Maybe,'Some of them',No,Maybe,No,No,No
39,Female,'United States',No,NA,'More than 1000',No,Yes,No,No,'Dont know','Very difficult',Yes,Maybe,No,No,Maybe,No,No,No
31,Male,France,No,NA,500-1000,'Dont know',No,No,'Dont know','Dont know','Dont know',Maybe,Maybe,'Some of them',No,No,Yes,No,No
29,Male,'United States',No,NA,6-25,No,No,No,'Dont know','Dont know','Somewhat difficult',Maybe,Maybe,'Some of them',No,No,'Dont know',No,No
30,Male,'United States',No,NA,100-500,Yes,No,No,'Dont know','Dont know','Dont know',Maybe,No,'Some of them',No,No,'Dont know',No,No
33,Male,'United States',Yes,Rarely,1-5,No,Yes,Yes,Yes,No,'Very difficult',No,No,Yes,No,No,Yes,Yes,Yes
37,Male,'United States',Yes,Sometimes,100-500,Yes,Yes,'Dont know','Dont know',Yes,'Dont know',Maybe,No,Yes,No,No,'Dont know',No,Yes
23,Male,'United States',No,Often,26-100,Yes,Yes,Yes,No,Yes,'Somewhat easy',No,No,'Some of them',No,Maybe,Yes,No,Yes
43,Male,'United States',Yes,Sometimes,26-100,Yes,'Not sure',No,Yes,'Dont know','Somewhat easy',Yes,No,No,No,No,No,No,Yes
32,Male,'United Kingdom',No,Rarely,100-500,'Dont know',No,No,No,'Dont know','Dont know',Maybe,No,Yes,No,Maybe,No,Yes,Yes
26,Male,'United States',No,Never,26-100,'Dont know','Not sure',No,No,'Dont know','Dont know',Yes,Yes,'Some of them',No,No,No,No,No
32,Male,'United States',No,Sometimes,1-5,'Dont know','Not sure','Dont know','Dont know','Dont know','Very easy',No,No,Yes,Yes,Yes,'Dont know',No,Yes
37,Female,'United States',No,NA,26-100,'Dont know','Not sure',No,'Dont know','Dont know','Dont know',Yes,No,'Some of them',No,No,'Dont know',No,No
29,Male,'United States',No,Often,26-100,Yes,Yes,No,No,Yes,'Very easy',No,No,Yes,Maybe,Maybe,Yes,No,Yes
34,Male,'United Kingdom',No,NA,6-25,No,No,No,No,'Dont know','Somewhat easy',Maybe,Maybe,'Some of them',No,Maybe,'Dont know',No,No
27,Male,France,No,NA,6-25,'Dont know','Not sure','Dont know','Dont know','Dont know','Dont know',No,No,Yes,No,No,Yes,No,No
30,Male,'United States',Yes,Never,100-500,'Dont know',No,No,'Dont know','Dont know','Very easy',No,No,'Some of them',No,Maybe,'Dont know',No,No
29,Male,'United States',No,Never,6-25,Yes,Yes,No,Yes,Yes,'Dont know',Maybe,No,'Some of them',No,No,No,No,No
32,Male,'United States',Yes,Sometimes,1-5,Yes,Yes,'Dont know','Dont know','Dont know','Very difficult',Yes,Maybe,'Some of them',No,No,No,No,Yes
25,Male,Germany,No,NA,500-1000,Yes,Yes,'Dont know',Yes,Yes,'Somewhat easy',Maybe,Maybe,'Some of them',Yes,Yes,Yes,No,No
37,Male,'United States',No,NA,6-25,Yes,Yes,Yes,No,Yes,'Somewhat easy',No,No,Yes,Maybe,Maybe,Yes,No,No
29,Male,Netherlands,Yes,NA,6-25,No,No,No,No,'Dont know','Very easy',No,No,'Some of them',No,Maybe,Yes,No,No
27,Male,'United States',No,NA,26-100,Yes,'Not sure',No,'Dont know','Dont know','Dont know',No,No,Yes,No,No,'Dont know',No,No
33,Male,'United Kingdom',No,NA,6-25,'Dont know',No,No,No,'Dont know','Dont know',Maybe,No,'Some of them',No,Maybe,'Dont know',No,No
30,Male,Canada,Yes,Sometimes,'More than 1000','Dont know',No,No,No,No,'Very difficult',Yes,No,'Some of them',No,Yes,No,Yes,Yes
29,Male,Canada,No,NA,1-5,No,Yes,No,No,'Dont know','Somewhat difficult',Maybe,Maybe,Yes,No,Maybe,'Dont know',No,No
25,Male,'United States',Yes,Never,6-25,'Dont know',No,Yes,'Dont know','Dont know','Dont know',Yes,No,'Some of them',No,No,No,No,Yes
33,Male,'United States',Yes,Sometimes,1-5,No,Yes,No,No,'Dont know','Dont know',No,No,'Some of them',Maybe,Maybe,'Dont know',No,Yes
31,Male,'South Africa',No,Never,100-500,No,No,No,No,No,'Dont know',No,No,'Some of them',No,Maybe,No,No,No
21,Male,Germany,No,Rarely,6-25,'Dont know',No,No,No,'Dont know','Very easy',Maybe,Maybe,'Some of them',No,Maybe,No,No,No
30,Male,Switzerland,Yes,Sometimes,26-100,'Dont know',No,No,No,No,'Very difficult',Yes,Yes,No,No,No,No,No,Yes
29,Male,'United States',No,NA,'More than 1000','Dont know','Not sure','Dont know','Dont know','Dont know','Dont know',No,No,Yes,No,No,No,No,No
43,Male,Croatia,No,Sometimes,1-5,No,No,No,No,Yes,'Very difficult',Yes,No,Yes,No,Maybe,No,Yes,Yes
37,Male,'United Kingdom',No,Often,6-25,No,No,No,No,'Dont know','Dont know',Yes,No,Yes,Maybe,Yes,No,No,Yes
24,Male,France,No,NA,26-100,No,No,Yes,No,'Dont know','Dont know',Maybe,No,Yes,No,No,'Dont know',No,No
29,Male,'United States',No,NA,6-25,'Dont know','Not sure',No,No,'Dont know','Very easy',No,No,Yes,No,No,'Dont know',No,No
31,Male,'United States',No,NA,26-100,Yes,Yes,Yes,Yes,Yes,'Dont know',No,No,Yes,No,No,'Dont know',No,No
33,Male,'United Kingdom',No,Never,100-500,No,'Not sure',No,No,'Dont know','Very easy',No,No,Yes,No,Yes,No,No,No
43,Male,'United States',No,NA,'More than 1000',Yes,Yes,'Dont know',Yes,Yes,'Dont know',No,No,'Some of them',No,Maybe,'Dont know',No,No
33,Male,'United Kingdom',No,Sometimes,26-100,'Dont know','Not sure',No,No,'Dont know','Dont know',Maybe,No,'Some of them',No,Maybe,'Dont know',No,Yes
27,Male,'United Kingdom',No,NA,6-25,No,No,No,Yes,Yes,'Dont know',Maybe,No,Yes,No,Yes,Yes,No,No
36,Male,'United States',Yes,Sometimes,'More than 1000','Dont know',No,'Dont know','Dont know','Dont know','Dont know',Yes,Maybe,No,No,Maybe,'Dont know',No,Yes
37,Male,Australia,Yes,Sometimes,26-100,No,Yes,No,No,Yes,'Very easy',No,No,'Some of them',No,Maybe,Yes,Yes,Yes
32,Male,Belgium,No,NA,6-25,No,Yes,No,No,'Dont know','Very difficult',Yes,Maybe,No,No,No,No,No,No
39,Male,'United Kingdom',No,Sometimes,100-500,No,No,No,No,'Dont know','Very easy',No,No,No,No,Yes,Yes,No,Yes
31,Male,'United States',Yes,Sometimes,26-100,Yes,Yes,No,'Dont know','Dont know','Somewhat easy',Maybe,No,'Some of them',Maybe,Yes,'Dont know',No,Yes
36,Male,'United States',No,Sometimes,100-500,Yes,Yes,No,No,'Dont know','Very difficult',Maybe,Maybe,'Some of them',Maybe,Maybe,'Dont know',No,Yes
30,Male,'United States',No,Sometimes,26-100,'Dont know','Not sure','Dont know','Dont know','Dont know','Dont know',No,No,'Some of them',No,Yes,'Dont know',No,Yes
28,Male,Canada,No,NA,6-25,Yes,'Not sure',No,'Dont know',Yes,'Very easy',No,No,'Some of them',Maybe,Maybe,Yes,No,No
32,Male,Italy,No,NA,6-25,No,No,No,No,No,'Somewhat difficult',Maybe,No,'Some of them',Maybe,Maybe,No,No,No
35,Male,'United States',Yes,Rarely,6-25,Yes,Yes,Yes,Yes,Yes,'Very easy',No,No,'Some of them',No,No,Yes,No,Yes
19,Male,Canada,No,Sometimes,26-100,'Dont know','Not sure',No,No,'Dont know','Somewhat difficult',No,No,'Some of them',No,Yes,'Dont know',No,Yes
33,Male,Norway,Yes,NA,26-100,Yes,Yes,No,No,'Dont know','Very easy',No,No,'Some of them',No,No,'Dont know',No,No
42,Male,Germany,No,NA,'More than 1000','Dont know','Not sure',Yes,Yes,Yes,'Very easy',No,No,'Some of them',No,Maybe,Yes,No,No
37,Male,'United States',Yes,Sometimes,100-500,'Dont know','Not sure','Dont know','Dont know','Dont know','Dont know',Maybe,No,'Some of them',No,No,'Dont know',No,Yes
40,Male,Thailand,No,Never,6-25,No,No,No,No,Yes,'Very easy',No,No,'Some of them',Maybe,Maybe,Yes,No,No
36,Male,'United States',No,Never,'More than 1000',Yes,Yes,Yes,Yes,Yes,'Very easy',No,No,'Some of them',No,No,Yes,No,No
29,Female,'United States',Yes,Sometimes,26-100,'Dont know',No,No,'Dont know','Dont know','Dont know',Maybe,No,'Some of them',No,Maybe,'Dont know',No,Yes
38,Female,'United States',Yes,Sometimes,26-100,Yes,'Not sure',No,'Dont know','Dont know','Dont know',Maybe,No,No,No,No,'Dont know',No,Yes
26,Male,'United States',Yes,Sometimes,'More than 1000',Yes,No,Yes,'Dont know','Dont know','Somewhat difficult',Yes,Maybe,No,No,Maybe,No,No,Yes
34,Male,Germany,No,Rarely,26-100,No,No,No,No,Yes,'Somewhat easy',Maybe,Maybe,No,Maybe,Maybe,Yes,No,No
21,Male,'United States',No,Often,'More than 1000',No,Yes,No,No,No,'Dont know',Yes,No,'Some of them',No,Yes,No,Yes,Yes
31,Male,Canada,Yes,Sometimes,1-5,No,Yes,No,No,Yes,'Somewhat easy',No,No,No,No,No,Yes,No,No
37,Female,'United States',Yes,Rarely,26-100,Yes,Yes,Yes,Yes,'Dont know','Dont know',Maybe,Maybe,Yes,No,Maybe,Yes,No,Yes
37,Male,Ireland,Yes,Sometimes,1-5,No,No,No,No,'Dont know','Very easy',No,No,Yes,Maybe,Maybe,Yes,No,Yes
38,Male,Ireland,Yes,Sometimes,1-5,No,No,No,No,No,'Very difficult',Yes,Yes,No,No,No,No,No,Yes
27,Female,'United States',No,Sometimes,100-500,'Dont know','Not sure',Yes,'Dont know','Dont know','Somewhat easy',Yes,No,'Some of them',No,Maybe,No,No,Yes
39,Male,Netherlands,No,NA,6-25,No,No,Yes,No,Yes,'Somewhat easy',No,No,'Some of them',Maybe,Maybe,Yes,No,No
33,Female,'United States',Yes,Sometimes,1-5,Yes,Yes,Yes,Yes,Yes,'Somewhat easy',Maybe,Yes,'Some of them',No,No,No,No,Yes
27,Male,'United Kingdom',No,Never,26-100,'Dont know','Not sure',No,'Dont know','Dont know','Somewhat easy',No,No,'Some of them',Yes,Yes,'Dont know',No,No
36,Female,'United States',No,Never,6-25,Yes,No,No,No,'Dont know','Dont know',Maybe,Maybe,'Some of them',No,No,No,No,Yes
28,Male,'United Kingdom',No,Never,26-100,'Dont know','Not sure',No,No,'Dont know','Somewhat easy',No,No,'Some of them',Maybe,Yes,'Dont know',No,No
39,Male,'United Kingdom',No,Sometimes,500-1000,'Dont know',No,No,No,'Dont know','Dont know',Maybe,Maybe,'Some of them',No,No,'Dont know',No,Yes
33,Male,'United States',Yes,Sometimes,1-5,No,Yes,No,No,Yes,'Very easy',Maybe,Maybe,Yes,No,No,Yes,No,Yes
32,Male,'United Kingdom',No,NA,'More than 1000','Dont know','Not sure',No,'Dont know','Dont know','Dont know',Maybe,No,'Some of them',No,Yes,'Dont know',No,No
